timestamp,vehicle_id,speed,engine_temperature,vibration,battery_voltage,mileage,fault_label
2025-11-13 10:53:54.397863,VEH-051,49.55,82.7,7.303,13.56,46302.88,0
2025-11-13 10:54:00.397863,VEH-007,57.89,84.04,10.0,12.7,11919.22,1
2025-11-13 10:55:36.397863,VEH-021,36.29,70.0,10.0,12.6,62166.04,1
2025-11-13 10:55:43.397863,VEH-073,32.35,95.05,2.024,13.57,3637.4,0
2025-11-13 10:58:06.397863,VEH-039,92.48,84.26,1.9,12.23,128561.22,0
2025-11-13 10:58:47.397863,VEH-018,10.67,85.29,1.26,14.71,51653.74,1
2025-11-13 10:59:22.397863,VEH-004,28.65,104.85,1.99,12.46,25139.55,0
2025-11-13 10:59:41.397863,VEH-089,92.01,97.66,3.462,12.29,5010.34,0
2025-11-13 11:00:15.397863,VEH-060,71.02,94.92,3.852,12.87,147597.57,0
2025-11-13 11:01:10.397863,VEH-014,46.86,86.45,9.095,11.18,1469.87,1
2025-11-13 11:01:11.397863,VEH-009,86.16,95.77,1.781,12.53,14531.8,0
2025-11-13 11:01:42.397863,VEH-090,66.17,99.25,4.722,12.67,146077.21,0
2025-11-13 11:02:00.397863,VEH-053,60.82,95.59,10.0,13.57,117235.07,1
2025-11-13 11:02:17.397863,VEH-002,60.64,85.11,10.0,13.14,141495.0,1
2025-11-13 11:04:03.397863,VEH-084,66.63,88.94,10.0,14.59,27147.11,1
2025-11-13 11:04:15.397863,VEH-092,67.64,95.11,1.061,12.21,144707.84,0
2025-11-13 11:04:22.397863,VEH-060,109.9,100.54,3.047,11.47,147640.96,1
2025-11-13 11:07:42.397863,VEH-071,50.13,86.63,5.369,13.07,25494.39,0
2025-11-13 11:08:10.397863,VEH-044,50.9,91.42,3.136,11.15,97855.27,1
2025-11-13 11:09:24.397863,VEH-008,24.08,95.49,2.353,13.51,99423.42,0
2025-11-13 11:11:17.397863,VEH-047,53.7,95.03,1.581,12.91,79205.02,0
2025-11-13 11:12:39.397863,VEH-035,101.57,86.1,10.0,11.56,127618.42,1
2025-11-13 11:12:52.397863,VEH-078,79.61,75.12,1.361,13.11,84046.17,1
2025-11-13 11:12:53.397863,VEH-081,41.41,102.71,3.672,12.71,124893.73,0
2025-11-13 11:13:14.397863,VEH-036,55.75,87.79,5.327,13.05,11258.19,0
2025-11-13 11:14:35.397863,VEH-050,22.59,95.02,3.018,13.32,41618.15,0
2025-11-13 11:17:51.397863,VEH-004,30.77,84.43,6.758,12.97,25143.76,0
2025-11-13 11:18:20.397863,VEH-002,58.74,82.09,10.0,13.76,141530.26,1
2025-11-13 11:18:54.397863,VEH-006,42.64,84.96,0.898,13.07,122396.03,0
2025-11-13 11:21:02.397863,VEH-054,28.89,88.21,9.355,12.79,69820.89,1
2025-11-13 11:21:07.397863,VEH-004,67.25,86.7,2.638,12.62,25168.36,0
2025-11-13 11:21:43.397863,VEH-054,52.94,87.09,2.101,12.03,69822.8,0
2025-11-13 11:22:11.397863,VEH-093,15.81,103.97,2.194,12.6,586.07,0
2025-11-13 11:22:18.397863,VEH-063,3.12,95.39,0.412,13.46,54704.05,0
2025-11-13 11:22:21.397863,VEH-018,40.75,88.2,2.916,12.97,51682.36,0
2025-11-13 11:23:54.397863,VEH-090,15.29,93.45,1.195,11.49,146104.83,1
2025-11-13 11:24:17.397863,VEH-044,8.28,90.04,4.515,13.05,97877.02,0
2025-11-13 11:24:27.397863,VEH-034,83.22,80.07,1.403,12.2,126383.3,0
2025-11-13 11:24:30.397863,VEH-074,52.56,73.31,3.79,14.5,102823.81,1
2025-11-13 11:25:38.397863,VEH-062,48.36,81.91,2.397,11.6,102964.0,1
2025-11-13 11:29:52.397863,VEH-100,50.29,91.36,1.989,12.43,126118.77,0
2025-11-13 11:30:06.397863,VEH-014,26.55,95.06,8.032,13.33,1488.06,1
2025-11-13 11:30:35.397863,VEH-095,65.27,94.17,0.386,13.55,16825.42,0
2025-11-13 11:30:38.397863,VEH-048,51.73,94.03,1.433,11.67,28130.73,0
2025-11-13 11:32:49.397863,VEH-015,36.06,93.53,0.874,13.25,89436.36,0
2025-11-13 11:34:23.397863,VEH-072,39.81,93.33,3.188,13.35,143863.49,0
2025-11-13 11:35:17.397863,VEH-078,24.31,89.96,0.418,14.95,84088.34,1
2025-11-13 11:36:02.397863,VEH-087,44.84,84.55,1.618,11.94,99394.98,0
2025-11-13 11:37:09.397863,VEH-062,49.01,80.59,10.0,13.38,102982.95,1
2025-11-13 11:37:50.397863,VEH-040,44.19,74.06,6.8,14.71,17939.86,1
2025-11-13 11:38:19.397863,VEH-085,56.38,86.13,1.475,12.88,131791.12,0
2025-11-13 11:38:32.397863,VEH-080,53.04,94.07,2.996,12.62,46379.71,0
2025-11-13 11:39:09.397863,VEH-082,60.77,72.31,10.0,14.69,109400.36,1
2025-11-13 11:39:23.397863,VEH-053,78.58,98.83,0.724,12.37,117245.5,0
2025-11-13 11:40:20.397863,VEH-024,69.83,95.17,5.428,14.89,128901.11,1
2025-11-13 11:42:10.397863,VEH-026,78.86,103.24,8.095,12.81,4417.58,1
2025-11-13 11:42:40.397863,VEH-089,33.81,92.11,1.927,13.37,5020.57,0
2025-11-13 11:43:29.397863,VEH-060,42.28,91.09,2.824,13.14,147684.22,0
2025-11-13 11:44:01.397863,VEH-041,71.34,92.67,2.994,12.66,140175.91,0
2025-11-13 11:45:21.397863,VEH-029,71.79,82.59,0.711,11.1,124061.86,1
2025-11-13 11:45:29.397863,VEH-015,38.03,79.46,0.799,12.19,89485.14,1
2025-11-13 11:45:38.397863,VEH-045,70.29,92.34,2.578,11.0,71668.59,1
2025-11-13 11:49:15.397863,VEH-089,67.03,93.33,9.992,12.65,5052.19,1
2025-11-13 11:49:15.397863,VEH-065,31.41,92.27,0.764,12.01,126388.57,0
2025-11-13 11:51:34.397863,VEH-071,54.34,96.27,7.655,12.8,25515.43,0
2025-11-13 11:51:47.397863,VEH-009,20.39,92.61,1.873,12.63,14548.74,0
2025-11-13 11:52:51.397863,VEH-088,44.15,75.92,10.0,11.9,73250.92,1
2025-11-13 11:53:29.397863,VEH-001,109.56,88.16,3.792,12.56,7522.95,0
2025-11-13 11:54:14.397863,VEH-008,60.07,77.07,3.426,12.99,99434.76,1
2025-11-13 11:55:28.397863,VEH-088,112.51,95.57,1.975,12.09,73299.94,0
2025-11-13 11:55:41.397863,VEH-063,18.9,92.6,5.814,13.39,54751.85,0
2025-11-13 11:56:01.397863,VEH-011,73.77,93.36,3.094,13.06,54299.5,0
2025-11-13 11:56:08.397863,VEH-081,0.0,93.37,1.374,12.94,124904.87,0
2025-11-13 11:56:41.397863,VEH-008,54.99,83.95,3.303,13.73,99439.91,0
2025-11-13 11:56:52.397863,VEH-035,70.78,89.88,3.539,12.67,127634.5,0
2025-11-13 11:58:05.397863,VEH-035,75.95,95.27,1.303,12.78,127659.76,0
2025-11-13 11:58:29.397863,VEH-033,35.02,91.51,5.644,12.71,143837.12,0
2025-11-13 11:59:19.397863,VEH-005,80.98,104.95,7.753,11.56,4177.35,0
2025-11-13 11:59:22.397863,VEH-041,41.66,80.02,1.936,13.23,140181.1,0
2025-11-13 12:01:09.397863,VEH-028,50.9,91.8,0.853,13.28,21260.86,0
2025-11-13 12:01:21.397863,VEH-007,44.17,89.19,1.862,13.56,11937.32,0
2025-11-13 12:03:15.397863,VEH-073,26.59,92.37,7.003,13.37,3642.12,0
2025-11-13 12:03:17.397863,VEH-072,94.24,83.21,5.169,13.25,143879.07,0
2025-11-13 12:03:19.397863,VEH-012,56.2,80.13,1.725,12.36,77959.72,0
2025-11-13 12:03:49.397863,VEH-034,82.18,104.83,2.92,12.76,126396.77,0
2025-11-13 12:04:17.397863,VEH-033,81.12,84.57,3.012,11.5,143855.32,0
2025-11-13 12:04:26.397863,VEH-048,30.8,105.8,5.396,11.95,28178.99,1
2025-11-13 12:04:46.397863,VEH-023,85.4,82.98,3.552,12.44,117247.56,0
2025-11-13 12:05:11.397863,VEH-062,67.59,82.44,1.005,13.41,102995.81,0
2025-11-13 12:06:30.397863,VEH-088,28.98,98.04,1.656,12.9,73331.63,0
2025-11-13 12:07:08.397863,VEH-037,66.22,90.27,4.127,14.27,147852.2,0
2025-11-13 12:09:07.397863,VEH-099,29.43,89.51,1.51,12.86,54149.01,0
2025-11-13 12:10:45.397863,VEH-044,95.16,103.34,0.936,11.12,97913.36,1
2025-11-13 12:11:16.397863,VEH-086,75.34,108.15,3.453,12.29,142609.06,1
2025-11-13 12:12:09.397863,VEH-091,53.22,86.12,10.0,11.3,69465.06,1
2025-11-13 12:14:47.397863,VEH-035,86.62,90.43,2.01,11.48,127691.94,1
2025-11-13 12:17:18.397863,VEH-065,15.45,84.92,1.146,11.86,126391.6,0
2025-11-13 12:18:11.397863,VEH-099,36.27,104.32,1.068,12.42,54174.16,0
2025-11-13 12:19:36.397863,VEH-047,48.69,90.27,2.465,12.62,79243.18,0
2025-11-13 12:22:03.397863,VEH-078,110.89,88.83,2.845,13.38,84134.09,0
2025-11-13 12:24:27.397863,VEH-003,28.24,72.61,1.156,12.8,74205.91,1
2025-11-13 12:25:25.397863,VEH-001,12.32,94.96,10.0,13.74,7533.71,1
2025-11-13 12:27:31.397863,VEH-005,18.89,97.23,3.137,13.4,4177.56,0
2025-11-13 12:29:50.397863,VEH-090,77.66,82.4,10.0,12.55,146123.66,1
2025-11-13 12:30:08.397863,VEH-014,40.15,92.39,0.808,14.6,1505.53,1
2025-11-13 12:30:35.397863,VEH-027,51.02,93.76,3.178,13.19,90034.46,0
2025-11-13 12:30:51.397863,VEH-009,74.07,90.96,8.956,12.82,14578.98,1
2025-11-13 12:32:13.397863,VEH-079,51.05,90.62,4.406,12.56,60896.05,0
2025-11-13 12:33:10.397863,VEH-015,60.1,89.5,1.88,13.07,89514.87,1
2025-11-13 12:34:54.397863,VEH-090,68.38,101.0,9.345,12.67,146166.25,1
2025-11-13 12:35:18.397863,VEH-042,44.23,87.06,7.297,13.33,34304.21,0
2025-11-13 12:35:46.397863,VEH-077,50.84,99.9,0.78,13.41,4900.02,0
2025-11-13 12:37:03.397863,VEH-051,61.05,85.66,1.026,13.23,46308.97,0
2025-11-13 12:38:03.397863,VEH-063,76.7,94.13,2.872,12.66,54801.01,0
2025-11-13 12:39:44.397863,VEH-096,35.19,87.53,0.779,12.19,86763.56,0
2025-11-13 12:39:50.397863,VEH-052,0.0,91.46,4.8,11.19,10373.45,1
2025-11-13 12:40:44.397863,VEH-096,71.99,87.82,10.0,12.89,86786.69,0
2025-11-13 12:41:36.397863,VEH-004,78.19,93.38,5.158,11.0,25200.09,1
2025-11-13 12:42:45.397863,VEH-094,60.0,93.52,8.647,11.86,120376.12,1
2025-11-13 12:42:53.397863,VEH-023,61.71,93.05,1.286,12.59,117252.35,0
2025-11-13 12:44:36.397863,VEH-015,40.89,89.6,1.171,11.88,89534.5,0
2025-11-13 12:46:14.397863,VEH-043,67.5,106.14,1.09,12.52,23930.84,1
2025-11-13 12:46:28.397863,VEH-029,76.33,90.21,6.317,12.47,124093.76,0
2025-11-13 12:46:43.397863,VEH-036,56.41,93.53,2.968,12.63,11284.0,0
2025-11-13 12:47:30.397863,VEH-013,117.28,88.3,10.0,12.34,141936.65,1
2025-11-13 12:47:46.397863,VEH-032,15.91,88.58,5.356,12.69,110039.01,0
2025-11-13 12:49:06.397863,VEH-071,59.07,86.89,5.779,12.76,25532.79,0
2025-11-13 12:49:30.397863,VEH-059,25.64,88.98,1.321,13.45,107071.71,0
2025-11-13 12:49:34.397863,VEH-086,77.0,86.57,4.581,12.45,142646.26,1
2025-11-13 12:50:07.397863,VEH-028,15.46,90.33,2.542,13.85,21292.72,0
2025-11-13 12:51:14.397863,VEH-066,21.65,84.14,3.382,12.99,124775.67,0
2025-11-13 12:51:19.397863,VEH-042,39.17,88.65,3.494,12.94,34343.46,0
2025-11-13 12:52:22.397863,VEH-045,61.65,91.83,2.16,14.81,71676.9,1
2025-11-13 12:54:41.397863,VEH-062,40.11,78.14,0.253,12.77,103003.01,1
2025-11-13 12:55:08.397863,VEH-057,40.36,92.52,4.625,12.44,566.6,0
2025-11-13 12:55:21.397863,VEH-006,50.48,86.19,7.41,11.0,122443.32,1
2025-11-13 12:55:53.397863,VEH-028,48.94,71.49,2.14,11.2,21341.68,1
2025-11-13 12:58:48.397863,VEH-028,92.19,84.12,9.423,12.53,21345.79,1
2025-11-13 12:59:14.397863,VEH-044,72.15,109.55,2.973,12.24,97914.96,1
2025-11-13 13:02:28.397863,VEH-084,46.89,93.44,2.272,12.62,27158.55,0
2025-11-13 13:03:07.397863,VEH-030,107.43,90.61,3.432,12.62,138377.25,0
2025-11-13 13:03:50.397863,VEH-062,67.29,94.22,1.514,13.31,103020.04,0
2025-11-13 13:04:25.397863,VEH-075,30.78,85.55,1.257,12.63,117376.02,0
2025-11-13 13:04:48.397863,VEH-092,61.41,84.34,10.0,14.56,144726.73,0
2025-11-13 13:04:58.397863,VEH-089,68.39,94.59,2.804,13.34,5067.03,0
2025-11-13 13:05:42.397863,VEH-062,37.81,104.52,2.261,12.77,103032.74,0
2025-11-13 13:06:48.397863,VEH-097,28.69,90.01,1.766,12.83,117815.4,0
2025-11-13 13:07:18.397863,VEH-001,57.16,100.88,2.201,12.02,7569.27,0
2025-11-13 13:07:50.397863,VEH-027,45.99,92.43,6.764,12.8,90071.79,0
2025-11-13 13:09:25.397863,VEH-062,91.98,92.63,10.0,12.7,103038.58,1
2025-11-13 13:10:11.397863,VEH-077,73.53,85.54,1.513,12.9,4945.37,0
2025-11-13 13:10:15.397863,VEH-003,38.98,88.06,8.3,13.14,74252.7,1
2025-11-13 13:10:37.397863,VEH-070,65.65,90.67,0.277,12.61,140666.24,0
2025-11-13 13:11:11.397863,VEH-072,86.68,85.09,4.628,14.52,143882.38,1
2025-11-13 13:13:15.397863,VEH-027,20.15,94.92,0.523,12.27,90086.69,0
2025-11-13 13:13:29.397863,VEH-009,29.43,93.36,4.888,12.18,14608.04,0
2025-11-13 13:14:32.397863,VEH-062,54.72,89.34,1.833,12.63,103056.4,0
2025-11-13 13:16:38.397863,VEH-037,55.89,98.4,1.688,12.59,147900.06,0
2025-11-13 13:16:40.397863,VEH-097,53.7,91.85,1.859,12.88,117863.45,0
2025-11-13 13:17:41.397863,VEH-051,47.23,82.85,1.157,13.28,46311.55,0
2025-11-13 13:19:11.397863,VEH-044,46.85,92.15,2.364,12.98,97946.4,0
2025-11-13 13:19:55.397863,VEH-024,64.61,91.45,2.838,12.54,128946.01,0
2025-11-13 13:20:04.397863,VEH-079,83.35,85.12,2.712,14.08,60945.05,0
2025-11-13 13:20:29.397863,VEH-059,42.98,91.8,2.819,14.85,107107.69,1
2025-11-13 13:20:32.397863,VEH-032,115.96,75.36,10.0,13.62,110056.58,1
2025-11-13 13:20:38.397863,VEH-096,104.02,86.89,2.834,12.66,86810.26,0
2025-11-13 13:20:46.397863,VEH-088,88.23,94.74,0.956,14.98,73380.33,1
2025-11-13 13:20:58.397863,VEH-052,70.56,88.37,2.127,15.0,10394.74,1
2025-11-13 13:21:50.397863,VEH-062,105.2,85.4,0.428,11.9,103102.28,0
2025-11-13 13:22:10.397863,VEH-058,47.75,88.5,3.951,13.46,17599.74,0
2025-11-13 13:23:42.397863,VEH-052,34.18,88.07,1.716,12.8,10417.25,0
2025-11-13 13:24:54.397863,VEH-012,41.85,89.97,4.155,13.56,77966.75,0
2025-11-13 13:25:17.397863,VEH-039,29.93,88.0,1.683,13.53,128574.01,0
2025-11-13 13:25:20.397863,VEH-002,58.05,83.86,0.843,12.31,141550.96,0
2025-11-13 13:25:29.397863,VEH-003,62.5,93.82,0.785,11.81,74257.43,0
2025-11-13 13:25:40.397863,VEH-056,60.02,96.38,2.157,11.51,143120.78,1
2025-11-13 13:27:05.397863,VEH-081,54.69,103.36,4.412,14.21,124933.19,0
2025-11-13 13:27:59.397863,VEH-059,58.33,93.2,1.596,12.99,107154.71,0
2025-11-13 13:28:08.397863,VEH-002,98.41,85.31,6.914,12.39,141564.09,0
2025-11-13 13:28:12.397863,VEH-002,70.5,88.32,4.322,13.49,141567.01,0
2025-11-13 13:28:54.397863,VEH-092,78.06,77.53,1.062,12.3,144752.86,1
2025-11-13 13:29:21.397863,VEH-054,59.77,96.83,5.646,13.03,69836.08,0
2025-11-13 13:29:25.397863,VEH-087,14.61,85.79,10.0,14.6,99416.57,1
2025-11-13 13:30:54.397863,VEH-096,9.65,88.99,1.794,15.0,86825.19,1
2025-11-13 13:31:06.397863,VEH-097,107.07,75.51,3.345,14.37,117865.61,1
2025-11-13 13:32:09.397863,VEH-001,41.7,94.95,0.518,12.56,7611.09,0
2025-11-13 13:33:16.397863,VEH-019,39.58,87.62,1.127,12.45,62773.41,0
2025-11-13 13:34:17.397863,VEH-002,61.14,93.24,7.975,13.08,141572.72,0
2025-11-13 13:35:40.397863,VEH-053,68.76,85.25,1.908,12.82,117248.55,0
2025-11-13 13:35:41.397863,VEH-044,71.92,98.82,1.027,13.43,97967.85,0
2025-11-13 13:36:31.397863,VEH-090,99.36,104.04,7.662,12.42,146174.71,0
2025-11-13 13:38:11.397863,VEH-032,92.52,92.27,1.156,12.24,110074.79,0
2025-11-13 13:39:16.397863,VEH-070,34.73,91.64,3.443,13.06,140683.09,0
2025-11-13 13:41:45.397863,VEH-032,79.22,85.64,3.013,12.17,110120.21,0
2025-11-13 13:42:56.397863,VEH-068,45.4,97.55,1.001,11.9,30356.03,0
2025-11-13 13:43:56.397863,VEH-055,51.56,88.34,1.582,12.12,130333.66,0
2025-11-13 13:44:01.397863,VEH-075,27.65,86.94,1.441,13.08,117413.2,0
2025-11-13 13:44:43.397863,VEH-056,12.67,95.52,1.784,13.5,143143.34,0
2025-11-13 13:45:24.397863,VEH-017,54.21,100.35,2.373,11.3,27980.69,1
2025-11-13 13:45:31.397863,VEH-038,31.1,89.19,0.833,11.77,45691.63,0
2025-11-13 13:47:22.397863,VEH-024,78.2,94.08,3.035,11.85,128974.85,0
2025-11-13 13:47:39.397863,VEH-069,47.97,86.57,5.343,12.29,44878.85,0
2025-11-13 13:48:41.397863,VEH-098,62.71,76.81,0.911,11.14,55530.42,0
2025-11-13 13:48:49.397863,VEH-070,89.19,89.87,1.928,12.83,140687.99,0
2025-11-13 13:48:56.397863,VEH-086,17.87,93.13,3.194,13.26,142658.7,0
2025-11-13 13:49:34.397863,VEH-011,36.88,81.73,3.314,11.0,54348.39,1
2025-11-13 13:51:07.397863,VEH-016,59.52,94.09,9.74,15.0,92126.5,1
2025-11-13 13:51:34.397863,VEH-097,62.81,91.29,4.617,14.69,117893.12,1
2025-11-13 13:52:40.397863,VEH-073,82.59,92.16,6.397,13.45,3669.88,0
2025-11-13 13:53:27.397863,VEH-059,76.68,90.93,10.0,14.51,107182.44,1
2025-11-13 13:55:25.397863,VEH-070,57.42,78.05,3.354,13.14,140710.32,1
2025-11-13 13:56:17.397863,VEH-080,62.59,73.69,2.406,12.64,46410.43,1
2025-11-13 13:57:28.397863,VEH-093,63.28,91.23,0.545,12.23,596.71,0
2025-11-13 13:58:31.397863,VEH-003,18.26,94.92,9.041,12.39,74299.84,1
2025-11-13 13:58:49.397863,VEH-020,51.09,82.4,6.92,13.24,111465.2,0
2025-11-13 13:59:18.397863,VEH-059,61.21,89.48,5.467,13.16,107227.64,0
2025-11-13 13:59:20.397863,VEH-036,66.46,88.23,3.08,12.95,11285.41,0
2025-11-13 13:59:34.397863,VEH-019,31.89,87.03,1.673,12.77,62819.28,0
2025-11-13 14:00:31.397863,VEH-090,23.28,89.97,10.0,13.36,146212.89,1
2025-11-13 14:00:47.397863,VEH-067,49.14,83.1,8.744,14.49,142811.03,1
2025-11-13 14:00:52.397863,VEH-019,104.18,81.44,3.227,12.26,62848.57,0
2025-11-13 14:01:53.397863,VEH-020,34.52,74.42,0.92,12.78,111497.82,1
2025-11-13 14:02:19.397863,VEH-096,84.35,91.08,3.842,12.81,86873.97,0
2025-11-13 14:04:22.397863,VEH-071,94.62,84.15,10.0,12.89,25554.55,1
2025-11-13 14:05:01.397863,VEH-052,56.14,95.44,3.0,12.4,10422.79,0
2025-11-13 14:05:08.397863,VEH-033,38.0,95.69,9.13,13.51,143895.95,1
2025-11-13 14:05:47.397863,VEH-040,67.82,94.9,3.086,11.94,17978.95,0
2025-11-13 14:06:19.397863,VEH-039,59.87,82.87,1.236,12.47,128621.14,0
2025-11-13 14:06:35.397863,VEH-082,33.52,91.38,10.0,12.93,109414.67,1
2025-11-13 14:07:13.397863,VEH-001,38.53,87.99,1.486,12.98,7625.05,0
2025-11-13 14:08:43.397863,VEH-011,66.34,89.31,1.298,12.93,54368.89,0
2025-11-13 14:09:34.397863,VEH-092,78.34,80.69,9.641,11.88,144799.98,1
2025-11-13 14:11:44.397863,VEH-057,46.93,82.88,0.965,14.92,590.63,1
2025-11-13 14:11:58.397863,VEH-089,53.27,90.42,3.918,13.75,5080.09,0
2025-11-13 14:13:04.397863,VEH-050,71.72,94.36,2.33,12.34,41645.95,0
2025-11-13 14:13:44.397863,VEH-023,50.69,86.92,1.589,12.84,117270.2,0
2025-11-13 14:14:54.397863,VEH-031,47.52,84.72,1.793,13.16,25480.92,0
2025-11-13 14:15:02.397863,VEH-094,36.12,104.59,1.492,14.72,120403.92,1
2025-11-13 14:16:01.397863,VEH-042,35.68,92.51,6.949,13.26,34389.55,0
2025-11-13 14:16:44.397863,VEH-099,121.72,97.25,2.039,13.44,54177.16,0
2025-11-13 14:17:46.397863,VEH-007,50.09,92.97,7.998,12.43,11971.37,0
2025-11-13 14:18:04.397863,VEH-016,89.13,95.06,1.326,11.39,92158.98,1
2025-11-13 14:19:10.397863,VEH-090,97.1,88.86,10.0,15.0,146262.83,1
2025-11-13 14:20:54.397863,VEH-060,50.41,91.39,3.086,13.01,147731.36,0
2025-11-13 14:21:47.397863,VEH-002,64.21,95.28,1.563,13.18,141585.19,0
2025-11-13 14:22:12.397863,VEH-001,57.56,98.4,2.245,13.08,7674.26,0
2025-11-13 14:24:34.397863,VEH-048,14.7,88.37,1.048,14.49,28227.24,0
2025-11-13 14:25:05.397863,VEH-012,16.2,87.82,1.242,12.01,77995.81,0
2025-11-13 14:25:09.397863,VEH-069,56.22,93.48,1.19,12.17,44886.7,0
2025-11-13 14:25:36.397863,VEH-037,44.38,86.85,1.037,11.54,147923.54,0
2025-11-13 14:25:37.397863,VEH-032,102.29,91.58,1.184,12.28,110121.08,0
2025-11-13 14:25:50.397863,VEH-009,49.09,92.85,8.905,12.33,14637.09,1
2025-11-13 14:26:12.397863,VEH-099,103.77,86.1,5.772,12.94,54221.37,0
2025-11-13 14:27:26.397863,VEH-019,43.09,93.18,2.165,12.46,62874.35,0
2025-11-13 14:29:04.397863,VEH-048,102.81,95.22,4.18,12.98,28233.31,0
2025-11-13 14:30:57.397863,VEH-080,67.66,95.31,2.038,12.69,46417.73,1
2025-11-13 14:32:07.397863,VEH-003,69.08,85.29,10.0,12.49,74317.12,1
2025-11-13 14:32:22.397863,VEH-020,42.21,89.14,1.781,12.31,111514.63,0
2025-11-13 14:32:50.397863,VEH-024,69.42,90.27,0.788,12.67,129016.5,0
2025-11-13 14:33:05.397863,VEH-054,97.32,90.05,1.019,13.16,69848.7,0
2025-11-13 14:33:16.397863,VEH-033,51.38,107.12,7.396,12.4,143922.43,1
2025-11-13 14:34:06.397863,VEH-024,46.52,93.4,1.174,13.16,129059.43,0
2025-11-13 14:34:48.397863,VEH-075,48.83,88.42,10.0,11.0,117429.38,1
2025-11-13 14:35:47.397863,VEH-072,95.5,75.95,4.834,12.92,143899.13,1
